name,timestamp,values
container_memory_usage_bytes,1626219516,1036161024
container_memory_usage_bytes,1626219529,1036144640
container_memory_usage_bytes,1626219545,1036156928
container_memory_usage_bytes,1626219556,1036693504
container_memory_usage_bytes,1626219570,1038397440
container_memory_usage_bytes,1626219583,1038434304
container_memory_usage_bytes,1626219602,1038462976
container_memory_usage_bytes,1626219614,1039130624
container_memory_usage_bytes,1626219629,1039134720
container_memory_usage_bytes,1626219648,1040998400
container_memory_usage_bytes,1626219666,1040998400
container_memory_usage_bytes,1626219679,1042100224
container_memory_usage_bytes,1626219689,1042137088
container_memory_usage_bytes,1626219701,1043476480
container_memory_usage_bytes,1626219715,1043513344
container_memory_usage_bytes,1626219733,1044742144
container_memory_usage_bytes,1626219749,1044742144
container_memory_usage_bytes,1626219764,1045409792
container_memory_usage_bytes,1626219778,1045577728
container_memory_usage_bytes,1626219798,1046228992
container_memory_usage_bytes,1626219816,1046351872
container_memory_usage_bytes,1626219833,1046646784
container_memory_usage_bytes,1626219852,1047080960
container_memory_usage_bytes,1626219863,1047080960
container_memory_usage_bytes,1626219881,1047072768
container_memory_usage_bytes,1626219899,1047085056
container_memory_usage_bytes,1626219911,1047441408
container_memory_usage_bytes,1626219929,1047474176
container_memory_usage_bytes,1626219948,1047527424
container_memory_usage_bytes,1626219962,1047531520
container_memory_usage_bytes,1626219976,1047539712
container_memory_usage_bytes,1626219995,1047560192
container_memory_usage_bytes,1626220007,1047126016
container_memory_usage_bytes,1626220024,1047175168
container_memory_usage_bytes,1626220039,1047158784
container_memory_usage_bytes,1626220052,1047269376
container_memory_usage_bytes,1626220071,1047244800
container_memory_usage_bytes,1626220083,1047252992
container_memory_usage_bytes,1626220099,1047252992
container_memory_usage_bytes,1626220114,1047248896
container_memory_usage_bytes,1626220130,1047257088
container_memory_usage_bytes,1626220149,1047269376
container_memory_usage_bytes,1626220159,1047277568
container_memory_usage_bytes,1626220171,1047400448
container_memory_usage_bytes,1626220185,1047433216
container_memory_usage_bytes,1626220202,1047441408
container_memory_usage_bytes,1626220215,1047478272
container_memory_usage_bytes,1626220232,1047445504
container_memory_usage_bytes,1626220252,1047801856
container_memory_usage_bytes,1626220266,1047810048
container_memory_usage_bytes,1626220281,1051385856
container_memory_usage_bytes,1626220294,1051451392
container_memory_usage_bytes,1626220307,1054498816
container_memory_usage_bytes,1626220323,1054633984
container_memory_usage_bytes,1626220334,1056223232
container_memory_usage_bytes,1626220347,1056223232
container_memory_usage_bytes,1626220366,1057763328
container_memory_usage_bytes,1626220379,1057763328
container_memory_usage_bytes,1626220390,1060130816
container_memory_usage_bytes,1626220409,1060220928
container_memory_usage_bytes,1626220428,1061699584
container_memory_usage_bytes,1626220447,1062752256
container_memory_usage_bytes,1626220464,1062752256
container_memory_usage_bytes,1626220480,1063530496
container_memory_usage_bytes,1626220491,1064611840
container_memory_usage_bytes,1626220509,1064620032
container_memory_usage_bytes,1626220526,1064865792
container_memory_usage_bytes,1626220545,1065979904
container_memory_usage_bytes,1626220558,1066999808
container_memory_usage_bytes,1626220573,1067339776
container_memory_usage_bytes,1626220590,1067339776
container_memory_usage_bytes,1626220605,1069060096
container_memory_usage_bytes,1626220621,1069117440
container_memory_usage_bytes,1626220639,1070809088
container_memory_usage_bytes,1626220654,1070964736
container_memory_usage_bytes,1626220667,1073782784
container_memory_usage_bytes,1626220683,1074155520
container_memory_usage_bytes,1626220703,1074761728
container_memory_usage_bytes,1626220720,1075343360
container_memory_usage_bytes,1626220735,1076502528
container_memory_usage_bytes,1626220748,1076596736
container_memory_usage_bytes,1626220762,1076600832
container_memory_usage_bytes,1626220778,1076609024
container_memory_usage_bytes,1626220797,1077772288
container_memory_usage_bytes,1626220812,1078927360
container_memory_usage_bytes,1626220831,1078988800
container_memory_usage_bytes,1626220843,1080131584
container_memory_usage_bytes,1626220863,1080410112
container_memory_usage_bytes,1626220879,1082753024
container_memory_usage_bytes,1626220898,1082892288
container_memory_usage_bytes,1626220918,1082789888
container_memory_usage_bytes,1626220936,1084776448
container_memory_usage_bytes,1626220947,1084776448
container_memory_usage_bytes,1626220965,1088204800
container_memory_usage_bytes,1626220976,1088204800
container_memory_usage_bytes,1626220994,1089712128
container_memory_usage_bytes,1626221010,1089712128
container_memory_usage_bytes,1626221022,1090592768
container_memory_usage_bytes,1626221040,1091702784
container_memory_usage_bytes,1626221058,1092456448
container_memory_usage_bytes,1626221071,1092456448
container_memory_usage_bytes,1626221082,1093111808
container_memory_usage_bytes,1626221095,1094303744
container_memory_usage_bytes,1626221109,1094311936
container_memory_usage_bytes,1626221126,1095540736
container_memory_usage_bytes,1626221145,1095491584
container_memory_usage_bytes,1626221157,1095495680
container_memory_usage_bytes,1626221175,1096781824
container_memory_usage_bytes,1626221188,1096781824
container_memory_usage_bytes,1626221207,1098440704
container_memory_usage_bytes,1626221224,1098444800
container_memory_usage_bytes,1626221243,1100136448
container_memory_usage_bytes,1626221258,1100238848
container_memory_usage_bytes,1626221275,1103544320
container_memory_usage_bytes,1626221287,1103548416
container_memory_usage_bytes,1626221298,1103843328
container_memory_usage_bytes,1626219524,1036144640
container_memory_usage_bytes,1626219536,1036165120
container_memory_usage_bytes,1626219548,1036156928
container_memory_usage_bytes,1626219561,1036693504
container_memory_usage_bytes,1626219580,1038417920
container_memory_usage_bytes,1626219592,1038434304
container_memory_usage_bytes,1626219608,1038462976
container_memory_usage_bytes,1626219620,1039134720
container_memory_usage_bytes,1626219636,1039228928
container_memory_usage_bytes,1626219654,1040998400
container_memory_usage_bytes,1626219669,1042178048
container_memory_usage_bytes,1626219682,1042108416
container_memory_usage_bytes,1626219693,1043267584
container_memory_usage_bytes,1626219712,1043513344
container_memory_usage_bytes,1626219728,1043791872
container_memory_usage_bytes,1626219740,1044742144
container_memory_usage_bytes,1626219755,1044766720
container_memory_usage_bytes,1626219769,1045409792
container_memory_usage_bytes,1626219787,1045852160
container_memory_usage_bytes,1626219806,1046286336
container_memory_usage_bytes,1626219820,1046630400
container_memory_usage_bytes,1626219833,1046646784
container_memory_usage_bytes,1626219845,1046716416
container_memory_usage_bytes,1626219858,1047080960
container_memory_usage_bytes,1626219870,1047080960
container_memory_usage_bytes,1626219885,1047072768
container_memory_usage_bytes,1626219898,1047085056
container_memory_usage_bytes,1626219909,1047441408
container_memory_usage_bytes,1626219929,1047474176
container_memory_usage_bytes,1626219944,1047781376
container_memory_usage_bytes,1626219959,1047531520
container_memory_usage_bytes,1626219969,1047531520
container_memory_usage_bytes,1626219984,1047539712
container_memory_usage_bytes,1626220002,1047560192
container_memory_usage_bytes,1626220020,1047130112
container_memory_usage_bytes,1626220034,1047154688
container_memory_usage_bytes,1626220054,1047269376
container_memory_usage_bytes,1626220069,1047244800
container_memory_usage_bytes,1626220088,1047252992
container_memory_usage_bytes,1626220106,1047252992
container_memory_usage_bytes,1626220123,1047252992
container_memory_usage_bytes,1626220137,1047257088
container_memory_usage_bytes,1626220151,1047269376
container_memory_usage_bytes,1626220167,1047404544
container_memory_usage_bytes,1626220183,1047433216
container_memory_usage_bytes,1626220198,1047437312
container_memory_usage_bytes,1626220212,1047478272
container_memory_usage_bytes,1626220222,1047478272
container_memory_usage_bytes,1626220233,1047445504
container_memory_usage_bytes,1626220249,1047801856
container_memory_usage_bytes,1626220267,1047810048
container_memory_usage_bytes,1626220283,1051430912
container_memory_usage_bytes,1626220301,1054490624
container_memory_usage_bytes,1626220320,1054502912
container_memory_usage_bytes,1626220334,1056223232
container_memory_usage_bytes,1626220346,1056223232
container_memory_usage_bytes,1626220359,1056190464
container_memory_usage_bytes,1626220376,1057763328
container_memory_usage_bytes,1626220389,1059766272
container_memory_usage_bytes,1626220403,1060220928
container_memory_usage_bytes,1626220422,1061699584
container_memory_usage_bytes,1626220439,1062744064
container_memory_usage_bytes,1626220450,1062752256
container_memory_usage_bytes,1626220464,1062752256
container_memory_usage_bytes,1626220483,1063530496
container_memory_usage_bytes,1626220502,1064620032
container_memory_usage_bytes,1626220512,1064861696
container_memory_usage_bytes,1626220524,1064865792
container_memory_usage_bytes,1626220540,1065979904
container_memory_usage_bytes,1626220556,1066991616
container_memory_usage_bytes,1626220574,1067470848
container_memory_usage_bytes,1626220588,1067339776
container_memory_usage_bytes,1626220600,1069060096
container_memory_usage_bytes,1626220619,1069068288
container_memory_usage_bytes,1626220631,1070809088
container_memory_usage_bytes,1626220646,1070809088
container_memory_usage_bytes,1626220663,1073778688
container_memory_usage_bytes,1626220680,1074143232
container_memory_usage_bytes,1626220691,1074757632
container_memory_usage_bytes,1626220704,1074966528
container_memory_usage_bytes,1626220716,1074778112
container_memory_usage_bytes,1626220731,1076600832
container_memory_usage_bytes,1626220742,1076506624
container_memory_usage_bytes,1626220759,1076600832
container_memory_usage_bytes,1626220776,1076609024
container_memory_usage_bytes,1626220789,1077772288
container_memory_usage_bytes,1626220807,1077772288
container_memory_usage_bytes,1626220819,1078927360
container_memory_usage_bytes,1626220837,1078988800
container_memory_usage_bytes,1626220857,1080242176
container_memory_usage_bytes,1626220876,1082753024
container_memory_usage_bytes,1626220888,1082753024
container_memory_usage_bytes,1626220903,1082789888
container_memory_usage_bytes,1626220915,1082789888
container_memory_usage_bytes,1626220934,1084833792
container_memory_usage_bytes,1626220951,1084792832
container_memory_usage_bytes,1626220967,1088204800
container_memory_usage_bytes,1626220985,1088204800
container_memory_usage_bytes,1626220998,1089712128
container_memory_usage_bytes,1626221013,1089552384
container_memory_usage_bytes,1626221024,1090846720
container_memory_usage_bytes,1626221039,1091698688
container_memory_usage_bytes,1626221056,1092481024
container_memory_usage_bytes,1626221069,1092468736
container_memory_usage_bytes,1626221080,1093111808
container_memory_usage_bytes,1626221098,1094303744
container_memory_usage_bytes,1626221112,1094311936
container_memory_usage_bytes,1626221124,1095639040
container_memory_usage_bytes,1626221137,1095491584
container_memory_usage_bytes,1626221153,1095495680
container_memory_usage_bytes,1626221169,1095774208
container_memory_usage_bytes,1626221184,1096843264
container_memory_usage_bytes,1626221201,1098678272
container_memory_usage_bytes,1626221215,1098440704
container_memory_usage_bytes,1626221229,1098444800
container_memory_usage_bytes,1626221243,1100136448
container_memory_usage_bytes,1626221256,1100242944
container_memory_usage_bytes,1626221268,1103540224
container_memory_usage_bytes,1626221282,1103548416
container_memory_usage_bytes,1626221300,1103847424
container_memory_usage_bytes,1626221268,1103540224
container_memory_usage_bytes,1626221282,1103548416
container_memory_usage_bytes,1626221300,1103847424
